  Pool 1
  Rolls: 5

  Rarity odds:
  - Common: per pack 100% (1/1); expected 5
  - tcg:sm12_222: Reshiram & Zekrom GX [Ultra Rare]: per pack 0.1271% (1/787)
  - tcg:sm12_223: Naganadel & Guzzlord GX [Ultra Rare]: per pack 0.1271% (1/787)
  - tcg:sm12_224: Naganadel & Guzzlord GX [Ultra Rare]: per pack 0.1271% (1/787)
  - tcg:sm12_225: Mega Lopunny & Jigglypuff GX [Ultra Rare]: per pack 0.1271% (1/787)
  - tcg:sm12_226: Mega Lopunny & Jigglypuff GX [Ultra Rare]: per pack 0.1271% (1/787)
  - tcg:sm12_227: Silvally GX [Ultra Rare]: per pack 0.1271% (1/787)
  - tcg:sm12_228: Cynthia & Caitlin [Ultra Rare]: per pack 0.1271% (1/787)
  - tcg:sm12_229: Guzma & Hala [Ultra Rare]: per pack 0.1271% (1/787)
  - tcg:sm12_230: Lillie's Full Force [Ultra Rare]: per pack 0.1271% (1/787)
  - tcg:sm12_231: Mallow & Lana [Ultra Rare]: per pack 0.1271% (1/787)
  - tcg:sm12_232: N's Resolve [Ultra Rare]: per pack 0.1271% (1/787)
  - tcg:sm12_233: Professor Oak's Setup [Ultra Rare]: per pack 0.1271% (1/787)
  - tcg:sm12_234: Red & Blue [Ultra Rare]: per pack 0.1271% (1/787)
  - tcg:sm12_235: Roller Skater [Ultra Rare]: per pack 0.1271% (1/787)
  - tcg:sm12_236: Rosa [Ultra Rare]: per pack 0.1271% (1/787)
  - tcg:sm12_237: Torkoal [Secret Rare]: per pack 0.0636% (1/1573)
  - tcg:sm12_238: Weavile [Secret Rare]: per pack 0.0636% (1/1573)
  - tcg:sm12_239: Piplup [Secret Rare]: per pack 0.0636% (1/1573)
  - tcg:sm12_240: Wishiwashi [Secret Rare]: per pack 0.0636% (1/1573)
  - tcg:sm12_241: Pikachu [Secret Rare]: per pack 0.0636% (1/1573)
  - tcg:sm12_242: Magnemite [Secret Rare]: per pack 0.0636% (1/1573)
  - tcg:sm12_243: Koffing [Secret Rare]: per pack 0.0636% (1/1573)
  - tcg:sm12_244: Gallade [Secret Rare]: per pack 0.0636% (1/1573)
  - tcg:sm12_245: Mimikyu [Secret Rare]: per pack 0.0636% (1/1573)
  - tcg:sm12_246: Excadrill [Secret Rare]: per pack 0.0636% (1/1573)
  - tcg:sm12_247: Steelix [Secret Rare]: per pack 0.0636% (1/1573)
  - tcg:sm12_248: Stoutland [Secret Rare]: per pack 0.0636% (1/1573)
  - tcg:sm12_249: Venusaur & Snivy GX [Rainbow Rare]: per pack 0.1907% (1/524)
  - tcg:sm12_250: Vileplume GX [Rainbow Rare]: per pack 0.1907% (1/524)
  - tcg:sm12_251: Charizard & Braixen GX [Rainbow Rare]: per pack 0.1907% (1/524)
  - tcg:sm12_252: Volcarona GX [Rainbow Rare]: per pack 0.1907% (1/524)
  - tcg:sm12_253: Blastoise & Piplup GX [Rainbow Rare]: per pack 0.1907% (1/524)
  - tcg:sm12_254: Solgaleo & Lunala GX [Rainbow Rare]: per pack 0.1907% (1/524)
  - tcg:sm12_255: Oricorio GX [Rainbow Rare]: per pack 0.1907% (1/524)
  - tcg:sm12_256: Flygon GX [Rainbow Rare]: per pack 0.1907% (1/524)
  - tcg:sm12_257: Alolan Persian GX [Rainbow Rare]: per pack 0.1907% (1/524)
  - tcg:sm12_258: Arceus & Dialga & Palkia GX [Rainbow Rare]: per pack 0.1907% (1/524)
  - tcg:sm12_259: Reshiram & Zekrom GX [Rainbow Rare]: per pack 0.1907% (1/524)
  - tcg:sm12_260: Naganadel & Guzzlord GX [Rainbow Rare]: per pack 0.1907% (1/524)
  - tcg:sm12_261: Mega Lopunny & Jigglypuff GX [Rainbow Rare]: per pack 0.1907% (1/524)
  - tcg:sm12_262: Silvally GX [Rainbow Rare]: per pack 0.1907% (1/524)
  - tcg:sm12_263: Giant Hearth [Secret Rare]: per pack 0.0636% (1/1573)
  - tcg:sm12_264: Great Catcher [Secret Rare]: per pack 0.0636% (1/1573)
  - tcg:sm12_265: Island Challenge Amulet [Secret Rare]: per pack 0.0636% (1/1573)
  - tcg:sm12_266: Lana's Fishing Rod [Secret Rare]: per pack 0.0636% (1/1573)
  - tcg:sm12_267: Lillie's Poké Doll [Secret Rare]: per pack 0.0636% (1/1573)
  - tcg:sm12_268: Martial Arts Dojo [Secret Rare]: per pack 0.0636% (1/1573)
  - tcg:sm12_269: Power Plant [Secret Rare]: per pack 0.0636% (1/1573)
  - tcg:sm12_270: Tag Call [Secret Rare]: per pack 0.0636% (1/1573)
  - tcg:sm12_271: Draw Energy [Secret Rare]: per pack 0.0636% (1/1573)

  Pool 4
  Rolls: 1

  Rarity odds:
  - Sun & Moon Energies: per pack 100% (1/1); expected 1

  Card odds:
  - tcg:sme_001: Basic Grass Energy [Sun & Moon Energies]: per pack 11.1111% (1/9)
  - tcg:sme_002: Basic Fire Energy [Sun & Moon Energies]: per pack 11.1111% (1/9)
  - tcg:sme_003: Basic Water Energy [Sun & Moon Energies]: per pack 11.1111% (1/9)
  - tcg:sme_004: Basic Lightning Energy [Sun & Moon Energies]: per pack 11.1111% (1/9)
  - tcg:sme_005: Basic Psychic Energy [Sun & Moon Energies]: per pack 11.1111% (1/9)
  - tcg:sme_006: Basic Fighting Energy [Sun & Moon Energies]: per pack 11.1111% (1/9)
  - tcg:sme_007: Basic Darkness Energy [Sun & Moon Energies]: per pack 11.1111% (1/9)
  - tcg:sme_008: Basic Metal Energy [Sun & Moon Energies]: per pack 11.1111% (1/9)
  - tcg:sme_009: Basic Fairy Energy [Sun & Moon Energies]: per pack 11.1111% (1/9)

  Pool 5
  Rolls: 3

  Rarity odds:
  - Uncommon: per pack 100% (1/1); expected 3

  Card odds:
  - tcg:sm12_003: Gloom [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_006: Tangrowth [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_009: Heracross [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_010: Lileep [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_012: Tropius [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_014: Kricketune [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_019: Dartrix [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_024: Rapidash [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_025: Flareon [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_029: Torkoal [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_032: Pignite [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_034: Larvesta [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_037: Pyroar [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_041: Golduck [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_042: Vaporeon [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_051: Sealeo [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_055: Prinplup [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_065: Araquanid [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_070: Jolteon [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_073: Togedemaru [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_081: Kirlia [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_084: Dusclops [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_086: Rotom [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_096: Mimikyu [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_098: Dhelmise [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_101: Cosmoem [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_109: Vibrava [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_111: Anorith [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_118: Throh [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_120: Pangoro [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_133: Absol [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_135: Bisharp [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_140: Mawile [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_141: Probopass [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_144: Clefairy [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_151: Floette [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_162: Hakamo-o [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_168: Igglybuff [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_170: Ambipom [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_173: Zangoose [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_175: Herdier [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_183: Type: Null [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_185: Beastite [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_186: Bellelba & Brycen-Man [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_187: Chaotic Swell [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_188: Clay [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_189: Cynthia & Caitlin [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_190: Dragonium Z: Dragon Claw [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_191: Erika [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_192: Great Catcher [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_193: Guzma & Hala [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_194: Island Challenge Amulet [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_195: Lana's Fishing Rod [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_196: Lillie's Full Force [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_197: Lillie's Poké Doll [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_198: Mallow & Lana [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_199: Misty & Lorelei [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_200: N's Resolve [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_201: Professor Oak's Setup [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_202: Red & Blue [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_203: Roller Skater [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_205: Roxie [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_206: Tag Call [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_207: Unidentified Fossil [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_208: Will [Uncommon]: per pack 4.4769% (1/22)
  - tcg:sm12_209: Draw Energy [Uncommon]: per pack 4.4769% (1/22)
